cpu_name,passmark_score,passmark_rank,passmark_value
Intel Core i5-6287U @ 3.10GHz,3801,2643,12.5
Intel Core i5-6300HQ @ 2.30GHz,4666,2402,
Intel Core i5-6300U @ 2.40GHz,3205,2878,
Intel Core i5-6350HQ @ 2.30GHz,4255,2510,13.9
Intel Core i5-6360U @ 2.00GHz,3121,2916,
Intel Core i5-6400 @ 2.70GHz,5173,2310,78.28
Intel Core i5-6400T @ 2.20GHz,4249,2512,26.56
Intel Core i5-6402P @ 2.80GHz,5345,2264,45.04
Intel Core i5-6440EQ @ 2.70GHz,5329,2270,
Intel Core i5-6440HQ @ 2.60GHz,5014,2345,
Intel Core i5-6442EQ @ 1.90GHz,4483,2453,17.93
Intel Core i5-650 @ 3.20GHz,2256,3393,37.63
Intel Core i5-6500 @ 3.20GHz,5601,2197,94.94
Intel Core i5-6500T @ 2.50GHz,4768,2387,36.69
Intel Core i5-6500TE @ 2.30GHz,4926,2360,10.06
Intel Core i5-655K @ 3.20GHz,2017,3545,26.24
Intel Core i5-660 @ 3.33GHz,2432,3276,16.22
Intel Core i5-6600 @ 3.30GHz,6064,2094,112.65
Intel Core i5-6600K @ 3.50GHz,6297,2050,103.15
Intel Core i5-6600T @ 2.70GHz,5570,2208,30.95
Intel Core i5-661 @ 3.33GHz,2387,3305,29.84
Intel Core i5-670 @ 3.47GHz,2553,3205,23.41
Intel Core i5-680 @ 3.60GHz,2623,3163,8.46
Intel Core i5-7200U @ 2.50GHz,3371,2807,6.76
Intel Core i5-7260U @ 2.20GHz,3952,2594,8.41
Intel Core i5-7267U @ 3.10GHz,3626,2712,
Intel Core i5-7287U @ 3.30GHz,3743,2668,
Intel Core i5-7300HQ @ 2.50GHz,5085,2329,
Intel Core i5-7300U @ 2.60GHz,3632,2710,5.79
Intel Core i5-7360U @ 2.30GHz,3826,2636,
Intel Core i5-7400 @ 3.00GHz,5474,2236,47.19
Intel Core i5-7400T @ 2.40GHz,4701,2398,60.25
Intel Core i5-7440EQ @ 2.90GHz,5711,2169,22.84
Intel Core i5-7440HQ @ 2.80GHz,5447,2239,
Intel Core i5-7442EQ @ 2.10GHz,4834,2376,19.34
Intel Core i5-750 @ 2.67GHz,2547,3214,52.42
Intel Core i5-7500 @ 3.40GHz,6030,2106,104.88
Intel Core i5-7500T @ 2.70GHz,5226,2298,88.57
Intel Core i5-760 @ 2.80GHz,2672,3131,30.91
Intel Core i5-7600 @ 3.50GHz,6574,1987,109.57
Intel Core i5-7600K @ 3.80GHz,6816,1944,85.3
Intel Core i5-7600T @ 2.80GHz,5830,2140,39.42
Intel Core i5-760S @ 2.53GHz,5440,2240,
Intel Core i5-7640X @ 4.00GHz,7083,1894,65.23
Intel Core i5-7Y54 @ 1.20GHz,2585,3185,
Intel Core i5-7Y57 @ 1.20GHz,2584,3186,
Intel Core i5-8200Y @ 1.30GHz,2245,3403,7.72
Intel Core i5-8210Y @ 1.60GHz,2727,3103,
Intel Core i5-8250U @ 1.60GHz,5798,2148,
Intel Core i5-8257U @ 1.40GHz,7400,1839,23.12
Intel Core i5-8259U @ 2.30GHz,7831,1771,15.06
Intel Core i5-8260U @ 1.60GHz,7278,1857,16.54
Intel Core i5-8265U @ 1.60GHz,5809,2144,11.62
Intel Core i5-8265UC @ 1.60GHz,5187,2304,
Intel Core i5-8269U @ 2.60GHz,7111,1891,22.22
Intel Core i5-8279U @ 2.40GHz,7455,1830,23.3
Intel Core i5-8300H @ 2.30GHz,7365,1843,29.46
Intel Core i5-8305G @ 2.80GHz,6801,1946,
Intel Core i5-8350U @ 1.70GHz,6105,2085,20.56
Intel Core i5-8365U @ 1.60GHz,5951,2119,11.04
Intel Core i5-8365UE @ 1.60GHz,5515,2223,18.57
Intel Core i5-8400 @ 2.80GHz,9231,1621,67.98
Intel Core i5-8400H @ 2.50GHz,7458,1829,29.83
Intel Core i5-8400T @ 1.70GHz,7426,1836,65.5
Intel Core i5-8500 @ 3.00GHz,9522,1586,94.37
Intel Core i5-8500B @ 3.00GHz,8881,1656,46.25
Intel Core i5-8500T @ 2.10GHz,7740,1786,51.94
Intel Core i5-8600 @ 3.10GHz,9959,1547,114.49
Intel Core i5-8600K @ 3.60GHz,10140,1530,91.57
Intel Core i5-8600T @ 2.30GHz,9188,1626,45.94
Intel Core i5-9300H @ 2.40GHz,7431,1835,29.72
Intel Core i5-9300HF @ 2.40GHz,7254,1862,29.02
Intel Core i5-9400 @ 2.90GHz,9371,1605,69.01
Intel Core i5-9400F @ 2.90GHz,9462,1591,132.05
Intel Core i5-9400H @ 2.50GHz,7823,1773,31.29
Intel Core i5-9400T @ 1.80GHz,8174,1726,44.91
Intel Core i5-9500 @ 3.00GHz,9841,1559,66.49
Intel Core i5-9500E @ 3.00GHz,9104,1634,47.42
Intel Core i5-9500F @ 3.00GHz,9983,1541,109.63
Intel Core i5-9500T @ 2.20GHz,8069,1739,42.03
Intel Core i5-9500TE @ 2.20GHz,9776,1567,50.92
Intel Core i5-9600 @ 3.10GHz,10371,1515,57.11
Intel Core i5-9600K @ 3.70GHz,10650,1496,89.09
Intel Core i5-9600KF @ 3.70GHz,10637,1497,122.66
Intel Core i5-9600T @ 2.30GHz,9596,1580,45.05
Intel Core i5-L16G7 @ 1.40GHz,3279,2845,11.67
Intel Core i7-10510U @ 1.80GHz,6395,2021,15.63
Intel Core i7-10510Y @ 1.20GHz,3564,2725,8.84
Intel Core i7-1060NG7 @ 1.20GHz,6518,2000,
Intel Core i7-10610U @ 1.80GHz,6586,1985,16.1
Intel Core i7-1065G7 @ 1.30GHz,8140,1733,19.11
Intel Core i7-1068NG7 @ 2.30GHz,9201,1624,21.6
Intel Core i7-10700 @ 2.90GHz,16049,1130,72.95
Intel Core i7-10700E @ 2.90GHz,16086,1129,48.75
Intel Core i7-10700F @ 2.90GHz,16110,1126,80.55
Intel Core i7-10700K @ 3.80GHz,18550,976,56.41
Intel Core i7-10700KF @ 3.80GHz,18359,993,72.73
Intel Core i7-10700T @ 2.00GHz,12908,1340,47.99
Intel Core i7-10700TE @ 2.00GHz,13505,1296,40.92
Intel Core i7-10710U @ 1.10GHz,9252,1619,14.34
Intel Core i7-10750H @ 2.60GHz,11507,1432,
Intel Core i7-10810U @ 1.10GHz,7993,1757,18.04
Intel Core i7-10850H @ 2.70GHz,11583,1426,29.32
Intel Core i7-10870H @ 2.20GHz,14053,1253,33.7
Intel Core i7-10875H @ 2.30GHz,14481,1214,32.18
Intel Core i7-11370H @ 3.30GHz,11544,1428,27.1
Intel Core i7-11375H @ 3.30GHz,11711,1416,24.3
Intel Core i7-11390H @ 3.40GHz,9785,1564,22.97
Intel Core i7-11600H @ 2.90GHz,15475,1156,39.18
Intel Core i7-1160G7 @ 1.20GHz,8689,1668,20.4
Intel Core i7-1165G7 @ 2.80GHz,9843,1558,23.11
Intel Core i7-11700 @ 2.50GHz,20642,866,62.68
Intel Core i7-11700B @ 3.20GHz,21572,815,
Intel Core i7-11700F @ 2.50GHz,20777,857,88.04
Intel Core i7-11700K @ 3.60GHz,24349,688,90.18
Intel Core i7-11700KF @ 3.60GHz,23825,709,79.68
Intel Core i7-11700T @ 1.40GHz,15333,1166,47.47
Intel Core i7-11800H @ 2.30GHz,19792,916,50.11
Intel Core i7-1180G7 @ 1.30GHz,7855,1769,18.44
Intel Core i7-11850H @ 2.50GHz,19826,913,50.19
Intel Core i7-11850HE @ 2.60GHz,21365,828,48.56
Intel Core i7-1185G7 @ 3.00GHz,10012,1539,23.5
Intel Core i7-1185G7E @ 2.80GHz,9949,1551,23.08
Intel Core i7-1185GRE @ 2.80GHz,7751,1784,
Intel Core i7-1195G7 @ 2.90GHz,10449,1509,24.53
Intel Core i7-1250U,11266,1453,26.45
Intel Core i7-1255U,13104,1324,30.76
Intel Core i7-1260P,16586,1097,
Intel Core i7-1260U,13240,1309,
Intel Core i7-12650H,21681,809,47.44
Intel Core i7-12650HX,22980,741,48.69
Intel Core i7-1265U,13254,1308,31.11
Intel Core i7-1265UE,9877,1555,20.93
Intel Core i7-1265UL,18294,996,
Intel Core i7-12700,29998,500,76.92
Intel Core i7-12700E,28302,546,47.17
Intel Core i7-12700F,30312,487,108.84
Intel Core i7-12700H,25295,644,55.35
Intel Core i7-12700K,34332,399,83.94
Intel Core i7-12700KF,34052,403,148.06
Intel Core i7-12700T,21213,834,62.58
Intel Core i7-12700TE,19803,914,57.57
Intel Core i7-1270P,16632,1096,
Intel Core i7-1270PE,16740,1091,37.96
Intel Core i7-12800H,23972,705,52.45
Intel Core i7-12800HE,26096,622,51.57
Intel Core i7-12800HX,31217,462,68.31
Intel Core i7-1280P,20085,902,41.67
Intel Core i7-12850HX,30625,475,71.55
Intel Core i7-1355U,14099,1247,30.06
Intel Core i7-1360P,18489,981,38.52
Intel Core i7-13620H,23645,715,47.1
Intel Core i7-13650HX,30457,482,62.8
Intel Core i7-1365U,13871,1268,32.56
Intel Core i7-1365UE,10829,1487,25.24
Intel Core i7-1365URE,11285,1452,24.37
Intel Core i7-13700,36181,371,79.39
Intel Core i7-13700E,33834,406,86.75
Intel Core i7-13700F,38107,349,110.04
Intel Core i7-13700H,26104,620,52.0
Intel Core i7-13700HX,32105,441,66.2
Intel Core i7-13700K,45758,269,40.71
Intel Core i7-13700KF,45710,270,109.3
Intel Core i7-13700T,27813,566,72.43
Intel Core i7-13700TE,22026,787,56.48
Intel Core i7-13705H,25356,642,50.51
Intel Core i7-1370P,20005,906,
Intel Core i7-1370PE,21920,796,49.71
Intel Core i7-1370PRE,19159,947,40.17
Intel Core i7-13790F,42202,302,121.7
Intel Core i7-13800H,26374,609,57.71
Intel Core i7-13800HRE,19884,910,40.09
Intel Core i7-13850HX,36492,366,85.26
Intel Core i7-14650HX,34327,400,69.35
Intel Core i7-14700,40871,314,109.94
Intel Core i7-14700F,41460,307,120.47
Intel Core i7-14700HX,37120,359,74.99
Intel Core i7-14700K,52155,215,142.5
Intel Core i7-14700KF,52254,212,142.53
Intel Core i7-14700T,31331,457,81.59
Intel Core i7-14701E,26146,618,66.7
Intel Core i7-14701TE,27519,574,70.2
Intel Core i7-14790F,41012,313,
Intel Core i7-2600 @ 3.40GHz,5344,2265,91.53
Intel Core i7-2600K @ 3.40GHz,5483,2232,64.62
Intel Core i7-2600S @ 2.80GHz,4639,2419,37.66
Intel Core i7-2610UE @ 1.50GHz,1527,3905,
Intel Core i7-2617M @ 1.50GHz,1687,3778,
Intel Core i7-2620M @ 2.70GHz,2426,3282,30.8
Intel Core i7-2630QM @ 2.00GHz,3553,2729,18.71
Intel Core i7-2630UM @ 1.60GHz,400,5091,
Intel Core i7-2635QM @ 2.00GHz,3476,2756,
Intel Core i7-2637M @ 1.70GHz,1903,3628,
Intel Core i7-2640M @ 2.80GHz,2448,3267,29.84
Intel Core i7-2655LE @ 2.20GHz,1999,3558,
Intel Core i7-2670QM @ 2.20GHz,3741,2671,47.95
Intel Core i7-2675QM @ 2.20GHz,3913,2605,
Intel Core i7-2677M @ 1.80GHz,1882,3639,
Intel Core i7-2700K @ 3.50GHz,5693,2175,19.63
Intel Core i7-2710QE @ 2.10GHz,3749,2666,
Intel Core i7-2715QE @ 2.10GHz,3221,2872,
Intel Core i7-2720QM @ 2.20GHz,4028,2575,47.39
Intel Core i7-2760QM @ 2.40GHz,4305,2498,35.28
Intel Core i7-2820QM @ 2.30GHz,4371,2484,11.81
Intel Core i7-2840QM @ 2.40GHz,3842,2630,
Intel Core i7-2860QM @ 2.50GHz,4568,2436,45.68
Intel Core i7-2920XM @ 2.50GHz,4318,2496,35.99
Intel Core i7-2960XM @ 2.70GHz,4646,2415,16.68
Intel Core i7-3517U @ 1.90GHz,2111,3484,
Intel Core i7-3517UE @ 1.70GHz,2384,3308,
Intel Core i7-3520M @ 2.90GHz,2841,3049,23.29
Intel Core i7-3537U @ 2.00GHz,2354,3333,
Intel Core i7-3540M @ 3.00GHz,2984,2990,27.62
Intel Core i7-3555LE @ 2.50GHz,2238,3411,
Intel Core i7-3610QE @ 2.30GHz,5333,2269,
Intel Core i7-3610QM @ 2.30GHz,5138,2316,17.13
Intel Core i7-3612QE @ 2.10GHz,4929,2359,
Intel Core i7-3612QM @ 2.10GHz,4665,2404,
Intel Core i7-3615QE @ 2.30GHz,5617,2191,
Intel Core i7-3615QM @ 2.30GHz,5167,2313,
Intel Core i7-3630QM @ 2.40GHz,5126,2321,22.29
Intel Core i7-3632QM @ 2.20GHz,4757,2390,27.99
Intel Core i7-3635QM @ 2.40GHz,4770,2386,
Intel Core i7-3667U @ 2.00GHz,2447,3269,
Intel Core i7-3687U @ 2.10GHz,2626,3161,
Intel Core i7-3689Y @ 1.50GHz,1967,3572,
Intel Core i7-3720QM @ 2.60GHz,5585,2202,55.87
Intel Core i7-3740QM @ 2.70GHz,5707,2170,26.73
Intel Core i7-3770 @ 3.40GHz,6416,2018,108.74
Intel Core i7-3770K @ 3.50GHz,6498,2006,72.69
Intel Core i7-3770S @ 3.10GHz,6169,2072,45.6
Intel Core i7-3770T @ 2.50GHz,5403,2251,34.5
Intel Core i7-3820 @ 3.60GHz,5791,2151,38.35
Intel Core i7-3820QM @ 2.70GHz,5609,2195,10.22
Intel Core i7-3840QM @ 2.80GHz,5845,2136,10.65
Intel Core i7-3920XM @ 2.90GHz,5713,2168,5.21
Intel Core i7-3930K @ 3.20GHz,8214,1720,13.3
Intel Core i7-3940XM @ 3.00GHz,5978,2114,17.38
Intel Core i7-3960X @ 3.30GHz,8407,1700,42.03
Intel Core i7-3970X @ 3.50GHz,8578,1683,49.02
Intel Core i7-4500U @ 1.80GHz,2489,3241,
Intel Core i7-4510U @ 2.00GHz,2637,3153,
Intel Core i7-4550U @ 1.50GHz,2307,3361,
Intel Core i7-4558U @ 2.80GHz,2973,2997,
Intel Core i7-4560U @ 1.60GHz,2473,3247,
Intel Core i7-4578U @ 3.00GHz,3075,2944,
Intel Core i7-4600M @ 2.90GHz,3215,2874,
Intel Core i7-4600U @ 2.10GHz,2711,3112,
Intel Core i7-4610M @ 3.00GHz,3267,2851,
Intel Core i7-4610Y @ 1.70GHz,2446,3270,
Intel Core i7-4650U @ 1.70GHz,2464,3254,
Intel Core i7-4700EQ @ 2.40GHz,5417,2245,
Intel Core i7-4700HQ @ 2.40GHz,5578,2205,14.56
Intel Core i7-4700MQ @ 2.40GHz,5354,2260,28.47
Intel Core i7-4702HQ @ 2.20GHz,5414,2247,
Intel Core i7-4702MQ @ 2.20GHz,5188,2303,14.74
Intel Core i7-4710HQ @ 2.50GHz,5552,2213,14.69
Intel Core i7-4710MQ @ 2.50GHz,5800,2146,21.36
Intel Core i7-4712HQ @ 2.30GHz,5353,2261,133.86
Intel Core i7-4712MQ @ 2.30GHz,5340,2267,
Intel Core i7-4720HQ @ 2.60GHz,5721,2165,
Intel Core i7-4722HQ @ 2.40GHz,5768,2159,
Intel Core i7-4750HQ @ 2.00GHz,5641,2185,
Intel Core i7-4760HQ @ 2.10GHz,6300,2047,
Intel Core i7-4765T @ 2.00GHz,5042,2337,10.11
Intel Core i7-4770 @ 3.40GHz,7061,1898,56.9
Intel Core i7-4770HQ @ 2.20GHz,6022,2108,
Intel Core i7-4770K @ 3.50GHz,7146,1886,65.12
Intel Core i7-4770R @ 3.20GHz,6561,1989,
Intel Core i7-4770S @ 3.10GHz,6745,1957,84.8
Intel Core i7-4770T @ 2.50GHz,5798,2150,77.31
Intel Core i7-4770TE @ 2.30GHz,5000,2348,
Intel Core i7-4771 @ 3.50GHz,7148,1885,27.87
Intel Core i7-4785T @ 2.20GHz,5491,2229,
Intel Core i7-4790 @ 3.60GHz,7257,1861,97.17
Intel Core i7-4790K @ 4.00GHz,8062,1742,94.45
Intel Core i7-4790S @ 3.20GHz,6969,1918,84.52
Intel Core i7-4790T @ 2.70GHz,6315,2046,25.27
Intel Core i7-4800MQ @ 2.70GHz,5789,2152,41.94
Intel Core i7-4810MQ @ 2.80GHz,6048,2097,40.33
Intel Core i7-4820K @ 3.70GHz,6512,2001,38.76
Intel Core i7-4850HQ @ 2.30GHz,6138,2076,14.14
Intel Core i7-4860EQ @ 1.80GHz,5508,2224,
Intel Core i7-4860HQ @ 2.40GHz,6232,2057,
Intel Core i7-4870HQ @ 2.50GHz,6317,2045,
Intel Core i7-4900MQ @ 2.80GHz,6177,2070,30.89
Intel Core i7-4910MQ @ 2.90GHz,6269,2051,10.54
Intel Core i7-4930K @ 3.40GHz,9383,1603,83.39
Intel Core i7-4930MX @ 3.00GHz,6391,2022,5.83
Intel Core i7-4940MX @ 3.10GHz,6780,1950,9.69
Intel Core i7-4960HQ @ 2.60GHz,6370,2028,10.23
Intel Core i7-4960X @ 3.60GHz,9950,1549,90.16
Intel Core i7-4980HQ @ 2.80GHz,6533,1998,
Intel Core i7-5500U @ 2.40GHz,2805,3066,
Intel Core i7-5550U @ 2.00GHz,2780,3076,
Intel Core i7-5557U @ 3.10GHz,3160,2901,5.21
Intel Core i7-5600U @ 2.60GHz,3009,2975,
Intel Core i7-5650U @ 2.20GHz,3004,2979,
Intel Core i7-5675C @ 3.10GHz,6089,2088,
Intel Core i7-5700EQ @ 2.60GHz,5803,2145,
Intel Core i7-5700HQ @ 2.70GHz,6043,2101,
Intel Core i7-5775C @ 3.30GHz,7712,1791,44.11
Intel Core i7-5775R @ 3.30GHz,7619,1805,
Intel Core i7-5820K @ 3.30GHz,9827,1561,59.6
Intel Core i7-5850EQ @ 2.70GHz,7036,1902,16.17
Intel Core i7-5850HQ @ 2.70GHz,6866,1936,15.82
Intel Core i7-5930K @ 3.50GHz,10368,1516,24.11
Intel Core i7-5950HQ @ 2.90GHz,7667,1799,
Intel Core i7-5960X @ 3.00GHz,13661,1281,55.44
Intel Core i7-610E @ 2.53GHz,2071,3510,
Intel Core i7-620LM @ 2.00GHz,1467,3939,
Intel Core i7-620M @ 2.67GHz,1979,3567,11.64
Intel Core i7-620UM @ 1.07GHz,1091,4281,
Intel Core i7-640LM @ 2.13GHz,1529,3903,
Intel Core i7-640M @ 2.80GHz,2095,3493,14.77
Intel Core i7-640UM @ 1.20GHz,1168,4198,
Intel Core i7-6498DU @ 2.50GHz,3372,2806,
Intel Core i7-6500U @ 2.50GHz,3276,2847,8.34
Intel Core i7-6560U @ 2.20GHz,3346,2818,
Intel Core i7-6567U @ 3.30GHz,3680,2691,
Intel Core i7-6600U @ 2.60GHz,3406,2783,
Intel Core i7-660UM @ 1.33GHz,1279,4093,
Intel Core i7-6650U @ 2.20GHz,3558,2727,
Intel Core i7-6660U @ 2.40GHz,3636,2708,8.76
Intel Core i7-6700 @ 3.40GHz,8038,1748,78.18
Intel Core i7-6700HQ @ 2.60GHz,6522,1999,17.26
Intel Core i7-6700K @ 4.00GHz,8934,1651,122.38
Intel Core i7-6700T @ 2.80GHz,6986,1915,70.57
Intel Core i7-6700TE @ 2.40GHz,6188,2064,
Intel Core i7-6770HQ @ 2.60GHz,7055,1899,11.4
Intel Core i7-6800K @ 3.40GHz,10714,1492,187.24
Intel Core i7-680UM @ 1.47GHz,1196,4174,
Intel Core i7-6820EQ @ 2.80GHz,7025,1906,
Intel Core i7-6820HK @ 2.70GHz,7017,1908,18.56
Intel Core i7-6820HQ @ 2.70GHz,6755,1955,
Intel Core i7-6822EQ @ 2.00GHz,5550,2214,
Intel Core i7-6850K @ 3.60GHz,11369,1440,158.39
Intel Core i7-6900K @ 3.20GHz,14656,1204,124.87
Intel Core i7-6920HQ @ 2.90GHz,7258,1860,12.78
Intel Core i7-6950X @ 3.00GHz,17580,1044,89.41
Intel Core i7-6970HQ @ 2.80GHz,4632,2422,
Intel Core i7-720QM @ 1.60GHz,1673,3784,5.58
Intel Core i7-740QM @ 1.73GHz,1843,3668,9.7
Intel Core i7-7500U @ 2.70GHz,3634,2709,6.74
Intel Core i7-7560U @ 2.40GHz,3796,2645,
Intel Core i7-7567U @ 3.50GHz,4102,2551,5.59
Intel Core i7-7600U @ 2.80GHz,3690,2688,
Intel Core i7-7660U @ 2.50GHz,4050,2571,
Intel Core i7-7700 @ 3.60GHz,8637,1673,84.26
Intel Core i7-7700HQ @ 2.80GHz,6879,1933,18.2
Intel Core i7-7700K @ 4.20GHz,9628,1578,50.94
Intel Core i7-7700T @ 2.90GHz,7513,1819,54.05
Intel Core i7-7740X @ 4.30GHz,9676,1575,95.81
Intel Core i7-7800X @ 3.50GHz,12961,1337,142.15
Intel Core i7-7820EQ @ 3.00GHz,7061,1897,18.68
Intel Core i7-7820HK @ 2.90GHz,7397,1840,19.57
Intel Core i7-7820HQ @ 2.90GHz,7178,1880,18.99
Intel Core i7-7820X @ 3.60GHz,17186,1067,86.51
Intel Core i7-7900X @ 3.30GHz,20039,905,
Intel Core i7-7920HQ @ 3.10GHz,7295,1855,12.84
Intel Core i7-7Y75 @ 1.30GHz,2532,3220,
Intel Core i7-8086K @ 4.00GHz,14074,1250,63.6
Intel Core i7-820QM @ 1.73GHz,1819,3684,14.1
Intel Core i7-840QM @ 1.87GHz,2025,3536,23.82
Intel Core i7-8500Y @ 1.50GHz,2443,3271,6.22
Intel Core i7-8550U @ 1.80GHz,5798,2149,
Intel Core i7-8557U @ 1.70GHz,7309,1852,16.96
Intel Core i7-8559U @ 2.70GHz,8266,1711,13.4
Intel Core i7-8565U @ 1.80GHz,5973,2116,9.71
Intel Core i7-8565UC @ 1.80GHz,6187,2065,
Intel Core i7-8569U @ 2.80GHz,8168,1728,18.95
Intel Core i7-860 @ 2.80GHz,3017,2970,23.22
Intel Core i7-860S @ 2.53GHz,2365,3326,23.65
Intel Core i7-8650U @ 1.90GHz,6189,2063,5.9
Intel Core i7-8665U @ 1.90GHz,6201,2060,8.8
Intel Core i7-8665UE @ 1.70GHz,4852,2372,11.86
Intel Core i7-870 @ 2.93GHz,3167,2899,24.36
Intel Core i7-8700 @ 3.20GHz,12748,1349,97.01
Intel Core i7-8700B @ 3.20GHz,11789,1409,38.91
Intel Core i7-8700K @ 3.70GHz,13573,1289,90.56
Intel Core i7-8700T @ 2.40GHz,10211,1527,40.01
Intel Core i7-8705G @ 3.10GHz,7637,1802,4.98
Intel Core i7-8706G @ 3.10GHz,7504,1820,
Intel Core i7-8709G @ 3.10GHz,7934,1764,
Intel Core i7-870S @ 2.67GHz,2765,3086,
Intel Core i7-8750H @ 2.20GHz,9761,1569,24.71
Intel Core i7-875K @ 2.93GHz,3170,2895,18.11
Intel Core i7-880 @ 3.07GHz,3429,2774,48.99
Intel Core i7-8809G @ 3.10GHz,8456,1696,
Intel Core i7-8850H @ 2.60GHz,10066,1534,25.48
Intel Core i7-920 @ 2.67GHz,2867,3042,37.61
Intel Core i7-920XM @ 2.00GHz,2014,3548,5.05
Intel Core i7-930 @ 2.80GHz,3000,2983,13.95
Intel Core i7-940 @ 2.93GHz,3050,2954,8.77
Intel Core i7-940XM @ 2.13GHz,2269,3386,
Intel Core i7-950 @ 3.07GHz,3255,2854,83.46
Intel Core i7-960 @ 3.20GHz,3390,2796,16.95
Intel Core i7-965 @ 3.20GHz,3375,2803,22.51
Intel Core i7-970 @ 3.20GHz,6556,1990,12.53
Intel Core i7-9700 @ 3.00GHz,13206,1311,82.7
Intel Core i7-9700E @ 2.60GHz,12561,1362,38.89
Intel Core i7-9700F @ 3.00GHz,13159,1318,99.02
Intel Core i7-9700K @ 3.60GHz,14402,1221,80.91
Intel Core i7-9700KF @ 3.60GHz,14247,1228,72.46
Intel Core i7-9700T @ 2.00GHz,10609,1498,25.81
Intel Core i7-9700TE @ 1.80GHz,9720,1573,30.09
Intel Core i7-975 @ 3.33GHz,3532,2735,7.71
Intel Core i7-9750H @ 2.60GHz,10608,1499,11.05
Intel Core i7-9750HF @ 2.60GHz,10338,1520,26.17
Intel Core i7-980 @ 3.33GHz,6890,1932,19.69
Intel Core i7-9800X @ 3.80GHz,18128,1009,65.34
Intel Core i7-980X @ 3.33GHz,6819,1943,136.4
Intel Core i7-985 @ 3.47GHz,3928,2601,
Intel Core i7-9850H @ 2.60GHz,10865,1483,8.32
Intel Core i7-9850HE @ 2.70GHz,9972,1543,25.25
Intel Core i7-9850HL @ 1.90GHz,7897,1765,19.99
Intel Core i7-990X @ 3.47GHz,7135,1890,40.08
Intel Core i7-995X @ 3.60GHz,7862,1768,
Intel Core i9-10850K @ 3.60GHz,21923,795,77.67
Intel Core i9-10880H @ 2.30GHz,14240,1234,
Intel Core i9-10885H @ 2.40GHz,14416,1218,25.93
Intel Core i9-10900 @ 2.80GHz,19141,948,46.91
Intel Core i9-10900E @ 2.80GHz,19332,943,43.54
Intel Core i9-10900F @ 2.80GHz,19792,915,47.11
Intel Core i9-10900K @ 3.70GHz,22363,771,48.83
Intel Core i9-10900KF @ 3.70GHz,22225,778,58.52
Intel Core i9-10900T @ 1.90GHz,14727,1197,42.08
Intel Core i9-10900TE @ 1.80GHz,14159,1243,31.89
Intel Core i9-10900X @ 3.70GHz,22379,768,58.43
Intel Core i9-10910 @ 3.60GHz,21399,825,
Intel Core i9-10920X @ 3.50GHz,25856,628,65.43
Intel Core i9-10940X @ 3.30GHz,27601,569,51.21
Intel Core i9-10980HK @ 2.40GHz,15163,1176,26.01
Intel Core i9-10980XE @ 3.00GHz,32114,440,32.11
Intel Core i9-11900 @ 2.50GHz,22340,772,28.03
Intel Core i9-11900F @ 2.50GHz,22079,785,37.71
Intel Core i9-11900H @ 2.50GHz,19975,907,36.58
Intel Core i9-11900K @ 3.50GHz,24977,657,58.91
Intel Core i9-11900KB @ 3.30GHz,22710,755,42.13
Intel Core i9-11900KF @ 3.50GHz,24560,679,55.94
Intel Core i9-11900T @ 1.50GHz,18620,973,42.41
Intel Core i9-11950H @ 2.60GHz,20585,871,37.02
Intel Core i9-11980HK @ 2.60GHz,22237,777,38.14
Intel Core i9-12900,33671,410,84.39
Intel Core i9-12900E,28170,550,
Intel Core i9-12900F,35830,374,96.84
Intel Core i9-12900H,26944,592,43.67
Intel Core i9-12900HK,25450,641,40.08
Intel Core i9-12900HX,33094,421,54.61
Intel Core i9-12900K,41162,311,137.67
Intel Core i9-12900KF,40814,315,150.05
Intel Core i9-12900KS,43526,291,115.42
Intel Core i9-12900T,29143,521,59.6
Intel Core i9-12900TE,22887,744,42.07
Intel Core i9-12950HX,31304,458,53.06
Intel Core i9-13900,45107,279,90.21
Intel Core i9-13900E,40352,322,72.84
Intel Core i9-13900F,48670,247,105.6
Intel Core i9-13900H,27376,581,44.37
Intel Core i9-13900HK,26965,591,38.69
Intel Core i9-13900HX,42293,300,63.31
Intel Core i9-13900K,58332,168,107.11
Intel Core i9-13900KF,57733,172,124.76
Intel Core i9-13900KS,60550,149,109.09
Intel Core i9-13900T,42305,299,77.06
Intel Core i9-13900TE,20602,870,37.19
Intel Core i9-13905H,29694,506,42.6
Intel Core i9-13950HX,41034,312,69.55
Intel Core i9-13980HX,45863,267,68.66
Intel Core i9-14900,45244,278,79.13
Intel Core i9-14900F,46708,261,78.25
Intel Core i9-14900HX,44506,284,65.55
Intel Core i9-14900K,58505,165,124.75
Intel Core i9-14900KF,58354,167,122.34
Intel Core i9-14900KS,60378,152,86.25
Intel Core i9-14900T,38351,345,27.91
Intel Core i9-14901E,30298,488,54.4
Intel Core i9-7900X @ 3.30GHz,20880,848,78.79
Intel Core i9-7920X @ 2.90GHz,23491,722,134.04
Intel Core i9-7940X @ 3.10GHz,25463,640,80.12
Intel Core i9-7960X @ 2.80GHz,27937,560,63.51
Intel Core i9-7980XE @ 2.60GHz,29572,510,56.12
Intel Core i9-8950HK @ 2.90GHz,10371,1514,17.79
Intel Core i9-9820X @ 3.30GHz,20504,876,83.53
Intel Core i9-9880H @ 2.30GHz,13520,1293,24.32
Intel Core i9-9900 @ 3.10GHz,16242,1115,32.48
